Pan I.D.,Expend $,Income,HH Size,IPT,Quantity,Brand 1,Brand 2,Brand 3,Brand 4,Feature 1,Feature 2,Feature 3,Feature 4,Price 1,Price 2,Price 3,Price 4,PanelistFirstObs
3,12.04,1,1,3,2,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001,0
3,14.58,1,1,7,2,0,1,0,0,0,0,0,0,0.115,0.055,0.061000001,0.064000003,0
3,19.309999,1,1,4,2,0,1,0,0,0,0,1,0,0.115,0.063000001,0.061000001,0.079000004,0
3,10.25,1,1,3,4,0,1,0,0,0,0,0,1,0.041999999,0.030999999,0.061000001,0.063000001,0
4,8.6700001,11,2,5,4,0,0,1,0,0,0,0,0,0.11,0.081,0.066,0.079000004,1
4,24.68,11,2,3,4,0,0,1,0,0,0,0,0,0.11,0.081,0.066,0.079000004,0
4,13.17,11,2,4,1,0,1,0,0,0,0,0,0,0.13500001,0.081,0.066,0.079000004,0
4,43.709999,11,2,1,1,0,1,0,0,0,0,0,0,0.13500001,0.081,0.066,0.079000004,0
4,3.1700001,11,2,16,2,0,0,1,0,0,0,0,0,0.11,0.081,0.061000001,0.079000004,0
4,6.8200002,11,2,1,2,0,0,1,0,0,0,0,0,0.11,0.081,0.061000001,0.079000004,0
4,39.759998,11,2,3,2,0,0,1,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
4,79.709999,11,2,5,2,0,1,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004,0
4,24.389999,11,2,3,2,0,1,0,0,0,0,1,0,0.112,0.086000003,0.061000001,0.079000004,0
4,101.77,11,2,3,4,1,0,0,0,0,0,0,0,0.025,0.086000003,0.054000001,0.079000004,0
4,42.110001,11,2,2,2,1,0,0,0,0,0,1,0,0.057999998,0.086000003,0.025,0.079000004,0
4,7.8499999,11,2,3,2,1,0,0,0,0,0,1,0,0.057999998,0.086000003,0.025,0.079000004,0
4,10.35,11,2,1,2,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.063000001,0
4,21.299999,11,2,6,2,0,1,0,0,0,0,0,0,0.11,0.018999999,0.054000001,0.079000004,0
5,17.440001,8,3,5,3,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,1
5,24.23,8,3,2,2,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,0
5,13.85,8,3,2,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,0
5,15.84,8,3,1,4,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
5,32.360001,8,3,3,4,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
5,2.72,8,3,3,2,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
5,35.91,8,3,8,1,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
5,6.6399999,8,3,2,1,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
5,24.559999,8,3,1,2,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
5,7.2199998,8,3,1,1,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
5,23.07,8,3,4,1,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004,0
5,17.719999,8,3,3,1,0,1,0,0,0,0,0,0,0.108,0.086000003,0.025,0.079000004,0
5,18.120001,8,3,1,4,0,1,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003,0
5,26.49,8,3,2,1,1,0,0,0,0,0,0,0,0.125,0.086000003,0.050000001,0.086000003,0
6,20.07,8,3,5,2,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.074000001,1
6,55.150002,8,3,1,1,0,0,0,1,0,0,0,1,0.115,0.086000003,0.061000001,0.074000001,0
6,20.07,8,3,5,1,0,0,0,1,0,0,0,0,0.108,0.068999998,0.061000001,0.086000003,0
6,43.810001,8,3,1,1,0,0,0,1,0,0,0,0,0.108,0.068999998,0.061000001,0.086000003,0
6,22.07,8,3,7,1,0,0,0,1,0,0,0,0,0.115,0.050999999,0.066,0.086000003,0
6,47.07,8,3,1,1,0,0,0,1,0,0,0,0,0.115,0.050999999,0.066,0.086000003,0
6,21.77,8,3,7,1,0,0,0,1,0,0,0,0,0.115,0.081,0.066,0.081,0
6,55.259998,8,3,1,2,0,0,0,1,0,0,0,0,0.115,0.081,0.066,0.081,0
6,20.07,8,3,7,1,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0
6,42.919998,8,3,1,1,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0
6,19.67,8,3,6,1,1,0,0,0,0,0,0,0,0.112,0.081,0.061000001,0.081,0
6,40.77,8,3,1,1,1,0,0,0,0,0,0,0,0.112,0.081,0.061000001,0.081,0
6,23.459999,8,3,14,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
6,45.98,8,3,1,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
6,19.77,8,3,7,1,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
6,64.410004,8,3,1,1,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
6,32.77,8,3,8,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
6,17.780001,8,3,7,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
6,64.389999,8,3,1,1,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
7,17.799999,5,3,5,1,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.081,1
7,6.3200002,5,3,4,1,0,1,0,0,0,0,0,0,0.11,0.074000001,0.061000001,0.081,0
7,62.360001,5,3,3,3,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.081,0
7,3.54,5,3,5,1,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,0
7,4.8899999,5,3,2,1,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,0
7,104.4,5,3,2,1,0,1,0,0,0,0,0,0,0.103,0.081,0.066,0.079000004,0
7,28.379999,5,3,3,1,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,0
7,7.54,5,3,5,3,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,0
7,116.52,5,3,11,2,1,0,0,0,0,0,0,0,0.02,0.097999997,0.048999999,0.079000004,0
7,116.15,5,3,4,5,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
7,94.489998,5,3,2,1,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,0
7,67.650002,5,3,23,3,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
7,90.790001,5,3,19,4,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
7,42.25,5,3,15,1,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
7,25.32,5,3,2,1,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
7,4.79,5,3,4,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
7,94.580002,5,3,4,6,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
7,38.529999,5,3,12,4,0,1,0,0,0,0,0,0,0.115,0.081,0.043000001,0.079000004,0
7,130.17999,5,3,13,3,0,1,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,0
7,72.43,5,3,27,3,1,0,0,0,0,0,0,0,0.108,0.050999999,0.050000001,0.079000004,0
7,60.27,5,3,14,2,1,0,0,0,0,0,0,0,0.108,0.046999998,0.050000001,0.079000004,0
8,19.469999,10,4,5,1,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,1
8,12.22,10,4,1,1,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0
8,109.95,10,4,4,1,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0
8,0.43000001,10,4,1,1,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0
8,83.349998,10,4,2,2,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,0
8,17.08,10,4,1,2,0,1,0,0,0,0,0,0,0.125,0.081,0.066,0.079000004,0
8,21.57,10,4,6,3,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
8,66.610001,10,4,4,2,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
8,23.18,10,4,12,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
8,108.12,10,4,2,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
8,110.63,10,4,4,2,0,1,0,0,0,0,0,0,0.125,0.081,0.048999999,0.079000004,0
8,105.56,10,4,11,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
8,111.9,10,4,1,2,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
8,79.32,10,4,11,3,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
8,11.43,10,4,2,3,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
8,35.75,10,4,3,2,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
8,108.83,10,4,3,2,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
8,100.75,10,4,10,4,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,0
8,47.799999,10,4,8,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
8,124.61,10,4,4,1,0,1,0,0,0,0,0,0,0.122,0.086000003,0.050000001,0.086000003,0
8,101.38,10,4,8,2,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
8,58.919998,10,4,1,1,0,1,0,0,0,0,0,1,0.055,0.086000003,0.050000001,0.068999998,0
8,111.17,10,4,1,1,0,1,0,0,0,0,0,1,0.055,0.086000003,0.050000001,0.068999998,0
8,84.599998,10,4,1,3,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
8,32.049999,10,4,3,2,0,1,0,0,0,0,0,0,0.088,0.063000001,0.061000001,0.063000001,0
9,2.1900001,12,2,5,4,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,1
9,7.6500001,12,2,4,1,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0
9,64.400002,12,2,1,1,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0
9,15.47,12,2,2,3,0,0,0,1,0,0,0,0,0.115,0.081,0.048999999,0.079000004,0
9,90.769997,12,2,2,1,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081,0
9,24.23,12,2,1,5,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081,0
9,107.83,12,2,7,6,0,0,0,1,0,0,0,0,0.115,0.081,0.061000001,0.081,0
9,3.6400001,12,2,10,6,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,0
9,135.64,12,2,4,4,0,0,0,1,0,0,0,0,0.108,0.081,0.061000001,0.081,0
9,22.82,12,2,5,1,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,0
9,5.5599999,12,2,3,3,1,0,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,0
9,80.660004,12,2,1,2,1,0,0,0,0,0,0,0,0.108,0.086000003,0.061000001,0.086000003,0
9,91.839996,12,2,7,2,1,0,0,0,0,0,0,0,0.108,0.086999997,0.068000004,0.093999997,0
9,22.74,12,2,1,2,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
9,82.410004,12,2,1,2,1,0,0,0,0,0,0,0,0.022,0.081,0.061000001,0.086000003,0
9,55.060001,12,2,3,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998,0
9,86.470001,12,2,4,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.090999998,0
9,1.1900001,12,2,6,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
9,139.48,12,2,1,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
9,90.510002,12,2,5,2,0,1,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
9,108.65,12,2,7,6,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
9,102.13,12,2,7,3,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
9,109.16,12,2,7,2,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
9,58.169998,12,2,9,2,1,0,0,0,0,0,0,0,0.122,0.081,0.061000001,0.086000003,0
9,123.76,12,2,4,1,1,0,0,0,0,0,0,0,0.122,0.081,0.061000001,0.086000003,0
9,50.110001,12,2,1,4,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
9,286.72,12,2,6,8,1,0,0,0,0,0,0,0,0.122,0.086000003,0.061000001,0.086000003,0
10,41.669998,5,4,5,3,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,1
10,0.67000002,5,4,1,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
10,32.610001,5,4,5,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
10,2.9100001,5,4,1,1,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,0
10,62.18,5,4,4,3,0,1,0,0,0,1,0,0,0.103,0.061000001,0.048999999,0.079000004,0
10,50.610001,5,4,2,3,0,1,0,0,0,0,0,0,0.115,0.086000003,0.054000001,0.079000004,0
10,32.360001,5,4,3,1,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
10,6.0300002,5,4,3,1,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
10,43.84,5,4,1,2,0,1,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
10,50.48,5,4,3,4,0,1,0,0,0,1,0,0,0.057,0.063000001,0.054000001,0.081,0
10,31.360001,5,4,3,3,0,1,0,0,0,0,0,1,0.115,0.041000001,0.061000001,0.063000001,0
10,23.01,5,4,3,2,0,1,0,0,0,0,1,0,0.115,0.063000001,0.061000001,0.079000004,0
10,38.77,5,4,2,1,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001,0
10,21.51,5,4,4,1,0,1,0,0,0,0,0,0,0.115,0.063000001,0.061000001,0.063000001,0
11,15.04,6,4,5,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.044,0.081,1
11,89.220001,6,4,2,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.044,0.081,0
11,9.7399998,6,4,1,11,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
11,73.18,6,4,1,4,1,0,0,0,0,0,0,0,0.108,0.086000003,0.054000001,0.079000004,0
11,84.199997,6,4,15,3,0,0,0,1,0,0,0,0,0.11,0.086000003,0.061000001,0.081,0
11,15.07,6,4,5,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.061000001,0.081,0
11,52.900002,6,4,7,4,0,0,1,0,0,0,1,0,0.11,0.086000003,0.030999999,0.081,0
11,61.990002,6,4,12,4,0,0,1,0,0,0,1,0,0.11,0.086000003,0.030999999,0.081,0
11,63.34,6,4,6,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.028999999,0.061000001,0
11,44.290001,6,4,6,1,0,1,0,0,0,0,0,0,0.11,0.086000003,0.028999999,0.061000001,0
12,18.27,6,1,5,2,0,1,0,0,0,0,0,0,0.103,0.081,0.064000003,0.081,1
12,33.389999,6,1,16,3,0,1,0,0,0,0,0,0,0.116,0.081,0.050000001,0.079999998,0
12,45.060001,6,1,14,2,0,1,0,0,0,0,0,0,0.108,0.081,0.061000001,0.079000004,0
12,48.830002,6,1,21,4,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
12,26.690001,6,1,60,3,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,0
12,32.950001,6,1,14,4,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,0
12,49.349998,6,1,20,4,0,1,0,0,0,0,0,0,0.109,0.081,0.050000001,0.085000001,0
12,42.279999,6,1,27,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,0
12,10.88,6,1,2,2,0,1,0,0,0,0,0,0,0.108,0.081,0.050000001,0.081,0
13,68.080002,11,2,5,3,0,1,0,0,0,0,0,0,0.103,0.074000001,0.061000001,0.081,1
13,24.440001,11,2,3,4,0,1,0,0,0,0,0,0,0.103,0.081,0.064000003,0.081,0
13,19.52,11,2,9,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
13,54.509998,11,2,1,1,0,1,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
13,55.349998,11,2,10,2,1,0,0,0,0,0,0,0,0.037,0.081,0.048999999,0.079000004,0
13,14.83,11,2,13,1,1,0,0,0,0,0,0,0,0.097999997,0.081,0.048999999,0.079000004,0
13,76.739998,11,2,3,2,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
13,36.259998,11,2,2,1,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
13,65.309998,11,2,2,1,1,0,0,0,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
13,71.269997,11,2,6,2,0,1,0,0,0,0,0,0,0.115,0.081,0.048999999,0.079000004,0
14,62.700001,7,5,5,2,1,0,0,0,0,0,0,0,0.008,0.092,0.050000001,0.079000004,1
14,108.18,7,5,11,4,1,0,0,0,0,0,0,0,0.108,0.092,0.050000001,0.079000004,0
14,8.3199997,7,5,13,2,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004,0
14,36.84,7,5,1,2,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004,0
14,21.49,7,5,3,2,1,0,0,0,0,0,0,0,0.108,0.097999997,0.050000001,0.079000004,0
14,10.52,7,5,6,1,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
14,46.07,7,5,3,2,1,0,0,0,0,0,0,0,0.108,0.081,0.050000001,0.079000004,0
14,29.91,7,5,4,1,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,0
14,9.8800001,7,5,3,1,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,0
14,72.620003,7,5,2,1,1,0,0,0,0,0,0,0,0.108,0.063000001,0.050000001,0.079000004,0
14,4.6799998,7,5,11,2,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004,0
14,91.790001,7,5,2,2,1,0,0,0,0,0,0,0,0.108,0.086000003,0.050000001,0.079000004,0
14,13.15,7,5,6,6,1,0,0,0,0,0,0,0,0.108,0.041999999,0.050000001,0.079000004,0
15,61.07,14,4,5,3,0,0,0,1,0,0,0,0,0.125,0.074000001,0.061000001,0.081,1
15,57.450001,14,4,4,3,0,0,0,1,0,0,0,0,0.125,0.074000001,0.061000001,0.081,0
15,50.98,14,4,1,1,0,0,0,1,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0
15,6.48,14,4,1,1,0,0,0,1,0,0,0,0,0.103,0.074000001,0.061000001,0.081,0
15,27.719999,14,4,2,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,86.18,14,4,2,3,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,23.870001,14,4,3,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,60.060001,14,4,1,3,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,75.059998,14,4,4,1,0,1,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,55.59,14,4,5,5,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,65.260002,14,4,1,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,3.3800001,14,4,3,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,12.15,14,4,2,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,59.279999,14,4,1,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,22.43,14,4,2,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,58.560001,14,4,5,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,14.53,14,4,1,2,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,29.4,14,4,2,1,1,0,0,0,0,0,0,0,0.103,0.097999997,0.066,0.079000004,0
15,44.049999,14,4,4,2,1,0,0,0,0,0,0,0,0.103,0.097999997,0.048999999,0.079000004,0
15,48.080002,14,4,1,5,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,21.76,14,4,1,2,1,0,0,0,0,0,0,0,0.061999999,0.097999997,0.048999999,0.079000004,0
15,67.919998,14,4,1,4,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,90.150002,14,4,1,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,19.639999,14,4,1,2,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,50.52,14,4,3,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,21.940001,14,4,2,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,59.669998,14,4,7,3,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,12.29,14,4,8,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,21.530001,14,4,1,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,24.799999,14,4,1,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,51.130001,14,4,3,2,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,34.669998,14,4,1,3,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,57.32,14,4,3,3,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,21.92,14,4,1,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,11.27,14,4,1,2,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,68.629997,14,4,1,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,46.880001,14,4,2,8,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,71.730003,14,4,3,1,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,26.719999,14,4,3,2,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
15,71.779999,14,4,4,6,0,0,0,1,0,0,0,0,0.103,0.081,0.048999999,0.079000004,0
